account_id,industry,country,seats,is_trial,churn_flag,total_feature_usage,avg_usage_duration,total_errors,beta_feature_usage,total_tickets,avg_resolution_time,avg_first_response,avg_satisfaction,escalation_count,total_mrr,total_arr,plan_type,billing_frequency,auto_renew,usage_score,ticket_score,satisfaction_score,revenue_score,health_score,health_status
A-684255,FinTech,US,9,False,0,5224.0,2906.8030303030305,352.0,120,528,14.25,97.75,4.666666666666667,132,460384,5524608,Pro,monthly,True,0.28114393812941635,0.29464285714285715,0.8333333333333335,0.08784110275766116,35.05615100890131,Healthy
A-c42f1f,HealthTech,US,8,False,0,3033.0,2810.942857142857,180.0,45,315,31.33333333333333,81.88888888888889,4.0,35,190359,2284308,Basic,annual,True,0.15923885828743115,0.17578125,0.5,0.036064008970797354,20.333022010913194,Neutral
A-4e44e8,DevTools,US,3,False,1,4122.0,3020.1014492753625,222.0,48,414,31.33333333333333,76.66666666666667,3.333333333333333,0,809892,9718704,Basic,monthly,True,0.2198297446169254,0.2310267857142857,0.16666666666666652,0.15485900293453067,14.580101986224768,At Risk
A-30b4ca,EdTech,IN,86,False,1,1206.0,3034.119047619048,66.0,30,126,57.66666666666666,108.33333333333331,4.0,0,1442220,17306640,Pro,monthly,True,0.05758637956935403,0.0703125,0.5,0.2761074286731105,22.122478756236372,Neutral
A-9f2731,FinTech,IN,1,False,0,648.0,3066.03125,40.0,4,0,,,,0,21162,253944,Pro,annual,True,0.02653980971457186,0.0,,0.003620609517206045,,At Risk
A-32fb14,DevTools,US,26,False,1,7320.0,3206.553191489362,285.0,30,705,34.0,59.6,4.5,0,754305,9051660,Pro,annual,True,0.3977633116341179,0.39341517857142855,0.75,0.1442002368486853,37.36038541662413,Healthy
A-00cac8,HealthTech,AU,8,True,0,1204.0,2954.586206896552,62.0,14,116,33.0,120.5,,0,170114,2041368,Enterprise,annual,False,0.05747510154120068,0.06473214285714285,,0.03218204521294139,,At Risk
A-35083d,HealthTech,IN,19,False,1,3164.0,3292.430555555556,148.0,28,288,49.75,119.0,5.0,0,464848,5578176,Enterprise,monthly,True,0.16652756913147498,0.1607142857142857,1.0,0.08869707145191005,36.827901337154344,Healthy
A-eb7fac,DevTools,US,7,False,0,2152.0,3504.3207547169814,176.0,24,216,34.0,126.5,4.0,0,745092,8941104,Enterprise,monthly,True,0.11022088688588438,0.12053571428571427,0.5,0.14243365092124016,21.052151351003033,Neutral
A-b20d99,HealthTech,IN,20,False,0,658.0,3188.3030303030305,24.0,10,66,61.5,27.0,3.5,0,109992,1319904,Basic,annual,True,0.027096199855338562,0.036830357142857144,0.25,0.02065369623542514,8.628618347493473,At Risk
A-396e5f,Cybersecurity,CA,2,False,0,2700.0,3189.581818181818,115.0,25,275,24.8,102.8,4.0,55,239160,2869920,Pro,annual,False,0.14071106659989985,0.15345982142857142,0.5,0.04542156458191759,20.00227574134863,Neutral
A-45ce7a,FinTech,US,16,False,0,2120.0,3204.5641025641025,150.0,10,195,45.4,91.8,3.6666666666666665,0,257600,3091200,Basic,annual,False,0.10844043843543093,0.10881696428571427,0.33333333333333326,0.048957420926440384,14.2285963130889,At Risk
A-08e34e,EdTech,US,14,False,1,3906.0,2967.126984126984,192.0,42,378,43.0,84.0,3.0,0,693762,8325144,Pro,annual,False,0.20781171757636455,0.2109375,0.0,0.13259116143293456,8.854916931713271,At Risk
A-8145a0,Cybersecurity,AU,2,True,0,4158.0,3127.765625,162.0,30,384,23.666666666666668,90.16666666666669,4.0,0,535134,6421608,Enterprise,annual,True,0.22183274912368553,0.21428571428571427,0.5,0.10217435990262207,23.773940020142717,Neutral
A-bad8c1,FinTech,AU,7,False,0,385.0,3396.6216216216217,11.0,6,37,27.0,49.0,4.0,0,37900,454800,Enterprise,annual,True,0.0119067490124075,0.020647321428571428,0.5,0.0068301086221205015,15.406398918652995,At Risk
A-44dc83,EdTech,FR,5,False,0,1736.0,3379.958333333333,91.0,21,168,40.85714285714285,76.14285714285714,4.6,0,28728,344736,Enterprise,monthly,True,0.08707505702998942,0.09375,0.7999999999999998,0.005071384414313392,26.646929969485832,Neutral
A-a45270,HealthTech,US,3,False,0,2932.0,3134.957746478873,212.0,16,284,64.0,110.0,4.0,0,488568,5862816,Pro,monthly,True,0.15361931786568742,0.15848214285714285,0.5,0.09324536388640467,21.42485856378416,Neutral
A-854864,FinTech,IN,20,False,0,1240.0,3063.208333333333,50.0,20,120,44.2,100.8,4.8,0,275390,3304680,Basic,annual,True,0.05947810604796083,0.06696428571428571,0.8999999999999999,0.052368640252311346,29.7568541898218,Neutral
A-1b7577,Cybersecurity,US,4,False,0,3235.0,3154.8064516129034,165.0,20,310,27.2,109.4,4.0,0,256675,3080100,Basic,monthly,True,0.1704779391309186,0.17299107142857142,0.5,0.04878005286143585,21.06480790817975,Neutral
A-05f0e5,FinTech,US,32,False,0,5648.0,3091.283582089552,368.0,72,536,20.0,108.5,4.0,0,2591984,31103808,Enterprise,monthly,True,0.3047348800979247,0.29910714285714285,0.5,0.49657382423189084,34.12980025998338,Neutral
A-9077b0,HealthTech,US,2,False,0,1479.0,3180.4565217391305,93.0,15,138,40.333333333333336,136.33333333333334,4.333333333333333,0,67257,807084,Pro,monthly,True,0.0727758304122851,0.07700892857142856,0.6666666666666665,0.012459291632215718,22.390129763421427,Neutral
A-7f8241,EdTech,US,34,False,1,734.0,2950.4675324675327,38.0,5,77,36.0,135.0,3.0,0,174296,2091552,Pro,annual,True,0.03132476492516553,0.04296875,0.0,0.03298394061602134,1.482981909327048,At Risk
A-2bc93d,HealthTech,US,14,False,0,2664.0,3219.9253731343283,124.0,20,268,12.0,78.0,4.5,0,722368,8668416,Pro,monthly,True,0.1387080620931397,0.14955357142857142,0.75,0.13807634074917202,29.314313584423314,Neutral
A-f3ff05,FinTech,IN,2,False,0,2016.0,3186.7727272727275,108.0,12,198,42.66666666666666,111.33333333333331,3.5,0,237876,2854512,Pro,annual,True,0.10265398097145718,0.11049107142857142,0.25,0.04517535853276535,11.40475569522788,At Risk
A-2d4502,FinTech,IN,7,False,0,1395.0,2723.340425531915,57.0,21,141,26.33333333333333,82.0,5.0,0,417942,5015304,Basic,monthly,False,0.06810215322984477,0.07868303571428571,1.0,0.07970288068747479,33.53131338580042,Neutral
A-6a4e2d,EdTech,UK,9,False,0,1194.0,2928.2033898305085,62.0,6,118,18.5,141.0,4.5,59,93360,1120320,Pro,annual,True,0.056918711400433974,0.06584821428571429,0.75,0.017464522552013906,24.467556764200495,Neutral
A-eb7c38,DevTools,AU,5,False,0,3465.0,2913.514285714285,135.0,30,350,22.4,67.4,4.333333333333333,0,771450,9257400,Enterprise,monthly,True,0.18327491236855284,0.1953125,0.6666666666666665,0.14748777790220174,28.32762705278615,Neutral
A-c37601,EdTech,US,6,True,0,1956.0,2746.5625,84.0,12,196,42.25,83.0,3.6666666666666665,0,470380,5644560,Basic,monthly,True,0.09931564012685695,0.109375,0.33333333333333326,0.0897578283552669,14.674032172179615,At Risk
A-3b5cd1,FinTech,US,13,True,0,7845.0,3422.269230769231,360.0,75,795,27.4,46.6,4.0,0,1586010,19032120,Pro,annual,False,0.4269737940243699,0.44363839285714285,0.5,0.3036790546914908,33.71614892623318,Neutral
A-b2225d,FinTech,US,47,False,1,4176.0,3242.3698630136987,360.0,30,438,42.0,38.0,3.0,0,639618,7675416,Pro,monthly,False,0.22283425137706558,0.24441964285714285,0.0,0.12220908952849625,8.913355417081121,At Risk
A-94f8c9,HealthTech,US,13,False,0,2238.0,2650.961038961039,189.0,21,231,47.333333333333336,87.66666666666667,5.0,0,500265,6003180,Enterprise,monthly,True,0.11500584209647804,0.12890625,1.0,0.0954882549743593,35.22093628334631,Healthy
A-02fac6,FinTech,US,22,False,0,3084.0,3204.7924528301887,204.0,30,318,23.33333333333333,100.5,4.0,0,822162,9865944,Enterprise,annual,False,0.16207644800534135,0.17745535714285712,0.5,0.15721176634815837,22.85273967574825,Neutral
A-c1dfe1,DevTools,DE,26,False,0,2250.0,3274.025641025641,180.0,24,234,50.333333333333336,93.66666666666669,4.0,0,723948,8687376,Enterprise,monthly,True,0.1156735102653981,0.13058035714285712,0.5,0.13837930457912573,21.088722930769865,Neutral
A-32728c,DevTools,US,20,False,1,2508.0,2812.8048780487807,132.0,36,246,34.5,61.5,3.5,0,151164,1813968,Pro,monthly,True,0.1300283758971791,0.1372767857142857,0.25,0.02854839674609177,11.899335113666144,At Risk
A-4c38bc,HealthTech,UK,36,False,1,2454.0,3350.098765432099,81.0,30,243,48.333333333333336,43.0,3.5,0,875232,10502784,Enterprise,annual,True,0.1270238691370389,0.13560267857142858,0.25,0.16738789954793196,14.572685970725907,At Risk
A-1b707d,Cybersecurity,US,1,False,0,1197.0,2906.736842105264,36.0,9,114,42.66666666666666,75.33333333333333,,0,146313,1755756,Basic,annual,False,0.05708562844266399,0.06361607142857142,,0.027618221088430157,,At Risk
A-6f8ad2,EdTech,IN,1,False,0,3696.0,2971.465909090909,236.0,52,352,35.25,37.25,4.333333333333333,0,559256,6711072,Pro,monthly,False,0.19612752462026373,0.19642857142857142,0.6666666666666665,0.10679973553942135,28.016809981313255,Neutral
A-4d1e75,DevTools,US,20,False,0,954.0,2904.0392156862745,50.0,10,102,15.0,98.5,4.0,0,210612,2527344,Enterprise,monthly,True,0.043565348022033046,0.056919642857142856,0.5,0.03994750672272904,16.972367626764477,At Risk
A-9ee962,HealthTech,US,9,False,1,1317.0,3082.7179487179487,51.0,9,120,37.0,69.66666666666667,4.0,0,70359,844308,Enterprise,monthly,True,0.06376231013186447,0.06696428571428571,0.5,0.013054097835074161,17.141931504833206,At Risk
A-378b99,EdTech,UK,8,True,0,3390.0,3233.189655172414,228.0,30,348,28.5,78.83333333333333,4.5,0,302310,3627720,Basic,monthly,True,0.17910198631280252,0.19419642857142855,0.75,0.05753053031709192,28.872725773139653,Neutral
A-94d3da,HealthTech,US,41,False,0,2784.0,3126.0625,150.0,30,288,26.83333333333333,80.5,3.5,0,617952,7415424,Enterprise,monthly,False,0.14538474378234018,0.1607142857142857,0.25,0.11805465007294143,14.069339895609579,At Risk
A-e351e1,EdTech,US,33,False,0,3540.0,3532.8275862068967,264.0,36,348,17.0,65.25,3.75,0,209880,2518560,Basic,monthly,True,0.18744783842430313,0.19419642857142855,0.375,0.03980714626480113,17.602092176553864,At Risk
A-9badbd,Cybersecurity,DE,5,True,0,3645.0,3148.3142857142857,225.0,40,350,30.2,102.6,5.0,0,867145,10405740,Enterprise,monthly,False,0.19328993490235352,0.1953125,1.0,0.1658372232866437,39.09521686182701,Healthy
A-7e0a10,FinTech,US,46,False,0,2555.0,3463.24,175.0,25,250,39.4,62.6,4.0,0,1295920,15551040,Basic,annual,True,0.13264340955878262,0.13950892857142858,0.5,0.24805451201347462,23.871737336906513,Neutral
A-118d55,Cybersecurity,US,8,False,0,5990.0,2802.383333333333,330.0,50,600,24.2,56.8,4.333333333333333,0,1285770,15429240,Enterprise,monthly,True,0.32376342291214605,0.33482142857142855,0.6666666666666665,0.24610825702991138,34.524487771369785,Neutral
A-526d93,HealthTech,FR,43,False,0,8475.0,2843.089285714286,675.0,75,840,51.4,134.6,3.5,168,2768310,33219720,Pro,annual,True,0.46202637289267234,0.46875,0.25,0.5303842041562035,31.901238998830966,Neutral
A-f92792,FinTech,US,1,False,0,1056.0,2813.6603773584907,62.0,12,106,45.0,82.0,4.0,0,96486,1157832,Basic,annual,False,0.04924052745785344,0.05915178571428571,0.5,0.018063930737099495,16.73938185591327,At Risk
A-84ebe4,FinTech,US,18,True,1,3168.0,2944.1666666666665,208.0,56,336,29.5,135.5,4.0,0,1103408,13240896,Pro,annual,True,0.16675012518778168,0.1875,0.5,0.21114047857547175,24.0178145790207,Neutral
A-5b4ebb,Cybersecurity,UK,21,True,1,3460.0,2804.285714285714,125.0,30,350,35.4,63.0,4.75,0,844325,10131900,Basic,monthly,False,0.18299671729816946,0.1953125,0.875,0.161461505185667,34.84597379564012,Neutral
A-2922b6,HealthTech,US,15,False,0,786.0,3168.5675675675675,26.0,4,74,15.5,103.0,4.0,0,142426,1709112,Pro,annual,False,0.03421799365715239,0.041294642857142856,0.5,0.02687289171689219,16.49323115205251,At Risk
A-9b9fe9,EdTech,AU,5,False,0,4776.0,3391.396551724138,176.0,24,472,33.5,156.5,4.0,0,731456,8777472,Pro,monthly,True,0.25621765982306793,0.26339285714285715,0.5,0.13981895801918415,25.411156981877824,Neutral
A-a8b49c,Cybersecurity,UK,7,False,0,545.0,3396.277777777778,43.0,1,54,72.0,105.0,4.0,0,49186,590232,Enterprise,monthly,True,0.02080899126467479,0.03013392857142857,0.5,0.00899419076443527,15.71090418016141,At Risk
A-9174e0,Cybersecurity,US,37,False,0,1378.0,2987.5072463768115,122.0,12,138,39.0,167.0,5.0,0,512810,6153720,Enterprise,monthly,True,0.06715628999054137,0.07700892857142856,1.0,0.09789374943433969,33.874037302594154,Neutral
A-a1bbb6,DevTools,CA,1,False,0,1098.0,3201.7567567567567,60.0,21,111,17.666666666666668,120.66666666666669,4.0,0,245721,2948652,Enterprise,annual,False,0.051577366049073606,0.06194196428571428,0.5,0.046679631473263254,17.377267628571065,At Risk
A-c45b23,FinTech,UK,5,False,0,1743.0,3068.745762711864,90.0,30,177,36.66666666666666,51.66666666666666,3.0,0,76815,921780,Pro,monthly,True,0.08746453012852612,0.09877232142857142,0.0,0.01429203105417607,2.7966986119388517,At Risk
A-02cd81,HealthTech,IN,44,False,0,2052.0,3045.8888888888887,84.0,15,216,17.333333333333332,84.66666666666667,4.5,72,493284,5919408,Enterprise,monthly,True,0.10465698547821732,0.12053571428571427,0.75,0.0941496533940386,27.363915344152318,Neutral
A-ee42db,EdTech,DE,13,False,0,8176.0,2794.0,528.0,96,864,33.75,98.25,3.0,0,883760,10605120,Pro,monthly,True,0.4453903076837479,0.4821428571428571,0.0,0.169023137232644,16.374646480574224,At Risk
A-432483,Cybersecurity,US,4,False,0,451.0,3365.777777777778,28.0,4,45,51.0,128.0,,0,184906,2218872,Pro,annual,True,0.015578923941467756,0.02511160714285714,,0.0350184002589382,,At Risk
A-9208f0,EdTech,US,1,False,1,17216.0,2994.3584905660377,992.0,192,1696,41.25,59.75,3.333333333333333,212,938912,11266944,Basic,monthly,True,0.9483669949368497,0.9464285714285714,0.16666666666666652,0.1795984923906224,37.06236393100072,Healthy
A-98a59a,FinTech,UK,56,False,0,1365.0,2827.931818181818,63.0,24,132,37.333333333333336,74.0,4.5,0,600096,7201152,Basic,annual,True,0.06643298280754464,0.07366071428571429,0.75,0.11463077529594581,26.71332767536356,Neutral
A-fe79a5,HealthTech,IN,9,True,0,1340.0,2929.454545454545,68.0,8,132,28.5,61.0,5.0,0,184672,2216064,Enterprise,monthly,True,0.06504200745562788,0.07366071428571429,1.0,0.034973530932223544,32.56454377401244,Neutral
A-726cfa,DevTools,US,11,False,0,2979.0,2877.408163265306,135.0,45,294,35.666666666666664,128.33333333333334,4.0,0,501585,6019020,Enterprise,annual,True,0.15623435152729093,0.1640625,0.5,0.09574136399685225,21.52357634102868,Neutral
A-c43359,FinTech,US,38,False,0,2766.0,3128.744680851064,192.0,30,282,26.666666666666668,107.33333333333331,4.0,0,400368,4804416,Pro,annual,True,0.1443832415289601,0.15736607142857142,0.5,0.07633307920164813,20.72833053090565,Neutral
A-271f46,DevTools,US,38,False,1,746.0,3014.815789473684,32.0,2,76,36.0,79.0,,0,198076,2376912,Basic,monthly,True,0.03199243309408557,0.04241071428571428,,0.03754373800608382,,At Risk
A-157070,FinTech,US,16,False,0,4176.0,2632.788732394366,156.0,42,426,42.333333333333336,118.0,3.0,142,864780,10377360,Enterprise,monthly,True,0.22283425137706558,0.23772321428571427,0.0,0.16538373628801045,9.843812637985689,At Risk
A-40a557,Cybersecurity,AU,16,True,0,2814.0,2928.641025641026,119.0,21,273,30.571428571428573,94.71428571428572,3.6666666666666665,0,605794,7269528,Enterprise,annual,True,0.14705391420464028,0.15234375,0.33333333333333326,0.11572336257637374,16.673186319713086,At Risk
A-66224b,HealthTech,US,92,True,0,3756.0,3036.5409836065573,174.0,60,366,39.833333333333336,82.5,3.5,0,1854168,22250016,Basic,monthly,False,0.19946586546486397,0.20424107142857142,0.25,0.35509815261093464,20.53818695652754,Neutral
A-91e948,EdTech,AU,41,False,0,404.0,2881.5,16.0,0,0,,,,0,131364,1576368,Basic,monthly,True,0.012963890279864242,0.0,,0.02475176140869744,,At Risk
A-104f1a,Cybersecurity,US,24,False,0,6570.0,3567.0227272727275,330.0,30,660,33.2,50.4,3.75,132,1148865,13786380,Basic,monthly,True,0.35603405107661495,0.3683035714285714,0.375,0.21985682466294315,26.205462822037745,Neutral
A-7988d1,Cybersecurity,US,33,False,0,4041.0,3005.760869565217,252.0,63,414,35.333333333333336,65.33333333333333,4.333333333333333,0,445500,5346000,Enterprise,annual,True,0.21532298447671508,0.2310267857142857,0.6666666666666665,0.08498710677979363,28.00239365752162,Neutral
A-faa28c,HealthTech,US,48,False,0,4680.0,2745.8813559322034,192.0,40,472,52.25,115.5,4.666666666666667,118,2316992,27803904,Basic,monthly,True,0.2508763144717076,0.26339285714285715,0.8333333333333335,0.44384431187326756,41.27801024490509,Healthy
A-f25509,EdTech,US,32,False,0,4122.0,3200.1304347826085,270.0,54,414,42.66666666666666,116.0,4.666666666666667,0,1068120,12817440,Pro,monthly,True,0.2198297446169254,0.2310267857142857,0.8333333333333335,0.2043740307074934,35.57040254168404,Healthy
A-3a7284,FinTech,US,31,False,0,1827.0,3192.7,90.0,27,180,56.333333333333336,104.33333333333331,3.5,0,574449,6893388,Pro,monthly,True,0.09213820731096645,0.10044642857142856,0.25,0.10971298203846337,12.375323647493639,At Risk
A-3a5ad8,HealthTech,US,9,True,0,2024.0,2459.192307692308,92.0,28,208,44.75,53.5,4.5,0,567032,6804384,Enterprise,annual,True,0.10309909308407054,0.11607142857142856,0.75,0.10829077778101621,27.62906499326886,Neutral
A-65a46c,HealthTech,US,1,False,0,2960.0,3032.0789473684213,168.0,56,304,45.125,91.125,4.0,0,450720,5408640,Enterprise,monthly,True,0.1551772102598342,0.16964285714285712,0.5,0.08598803791419758,21.23042059724875,Neutral
A-8b25f2,Cybersecurity,US,6,False,1,1130.0,2951.740740740741,40.0,12,108,35.5,50.5,4.0,0,126074,1512888,Basic,annual,True,0.05335781449952706,0.06026785714285714,0.5,0.023737407826130978,17.00638216507513,At Risk
A-fabe19,DevTools,UK,1,False,0,1011.0,3423.212121212121,48.0,3,99,40.66666666666666,38.333333333333336,4.0,0,340290,4083480,Enterprise,monthly,True,0.04673677182440328,0.05524553571428571,0.5,0.06481316719154831,17.61327885966424,At Risk
A-adc1f3,Cybersecurity,US,2,False,0,1002.0,3337.027777777778,78.0,15,111,47.333333333333336,65.0,3.5,0,452610,5431320,Enterprise,annual,True,0.04623602069771324,0.06194196428571428,0.25,0.08635044401458522,10.45703006534309,At Risk
A-503d5a,FinTech,US,4,False,1,5445.0,3585.8474576271187,288.0,54,531,36.55555555555556,81.77777777777777,4.0,0,428130,5137560,Basic,monthly,True,0.29344016024036057,0.29631696428571425,0.5,0.08165642214289769,25.407565209615235,Neutral
A-fd7ad3,Cybersecurity,US,1,False,0,18144.0,3070.660714285714,1344.0,288,1792,48.75,98.125,4.166666666666667,224,658240,7898880,Enterprise,annual,True,0.9999999999999999,1.0,0.5833333333333335,0.12577984423824157,50.01559688476483,Healthy
A-186a44,HealthTech,US,20,False,0,4298.0,3369.4918032786886,175.0,49,427,38.285714285714285,110.42857142857144,3.5,0,420091,5041092,Pro,annual,True,0.2296222110944194,0.23828125,0.25,0.0801149498460637,15.904374940698048,At Risk
A-e888d1,Cybersecurity,US,14,False,0,8280.0,3040.1346153846152,540.0,75,795,43.0,104.0,4.0,159,1283670,15404040,Basic,monthly,True,0.4511767651477216,0.44363839285714285,0.5,0.24570558358503622,33.524798349038164,Neutral
A-69fad4,FinTech,UK,6,False,1,1648.0,3196.051282051282,96.0,16,156,43.0,116.75,3.6666666666666665,0,205036,2460432,Enterprise,annual,False,0.08217882379124242,0.08705357142857142,0.33333333333333326,0.03887831285195577,13.194183494403095,At Risk
A-9289f6,EdTech,US,1,False,0,3852.0,2946.6911764705883,228.0,42,408,37.5,70.0,4.333333333333333,0,445716,5348592,Basic,annual,True,0.20480721081622433,0.22767857142857142,0.6666666666666665,0.08502852461983793,27.616073210760018,Neutral
A-f19409,DevTools,US,23,False,1,3954.0,3384.064516129032,186.0,72,372,6.333333333333333,103.33333333333331,4.0,0,1152180,13826160,Enterprise,monthly,True,0.21048239025204474,0.2075892857142857,0.5,0.22049247345806752,25.753252222100283,Neutral
A-22f2df,DevTools,US,3,False,0,2145.0,2836.3571428571427,85.0,25,210,44.8,71.6,5.0,0,185545,2226540,Pro,monthly,True,0.10983141378734769,0.1171875,1.0,0.03514092803573593,33.924200112208624,Neutral
A-039727,EdTech,AU,25,False,0,768.0,3372.2297297297296,32.0,3,0,,,,0,222770,2673240,Enterprise,annual,True,0.03321649140377232,0.0,,0.04227879421929673,,At Risk
A-2e3bad,FinTech,CA,61,False,0,2175.0,2749.733333333333,130.0,30,225,31.4,107.0,3.5,0,1180960,14171520,Basic,monthly,True,0.1115005842096478,0.1255580357142857,0.25,0.2260110171454518,15.22466335415209,At Risk
A-484819,HealthTech,US,18,False,0,3360.0,3517.454545454545,200.0,30,340,33.2,139.6,4.5,0,880840,10570080,Basic,annual,True,0.17743281589050242,0.18973214285714285,0.75,0.16846322939500807,31.069255794948823,Neutral
A-425e76,DevTools,UK,8,False,1,8760.0,2842.0625,480.0,100,980,48.2,119.2,3.333333333333333,196,2067880,24814560,Basic,annual,False,0.47788349190452345,0.546875,0.16666666666666652,0.39607727034958196,26.56813508317257,Neutral
A-e83938,DevTools,UK,2,True,1,3192.0,2814.483870967742,216.0,24,372,31.0,72.5,3.0,0,405552,4866624,Basic,annual,False,0.16808546152562176,0.2075892857142857,0.0,0.07732710736271137,6.194067751136241,At Risk
